2657	3997	4508	5153	5610	5800	6168	6980	8510	8879	9191	9294	9471	9618	9729	9850	10989	11180	11228	11322	11528	11704	11818	12019	12125	12157	12250	13667	13769	13847	13853	13877	13978	14025	14224	14344	14383	14633	14692	15108	15153	15338	15413	15460	15524	15591	15669	15677	15718	15797	15837	15844	15864	15912	15969	16022	16056
2712	3413	4297	4974	5271	5348	5711	5823	6017	6293	6375	6670	6684	6918	7215	7457	7555	8179	8391	8520	8688	8791	8875	8915	8964	9092	9162	9266	9363	9441	9548	9592	11157	11360	11488	11551	11579	11644	11953	12211	12298	12391	12416	12494	12601	13155	13363	14514	14666	14789	14827	14942	15881	15900	15934	16019	16056
2405	3483	3841	4191	4504	4702	6585	7956	8245	8481	8962	9091	9315	9335	9430	9631	10888	11002	11141	11224	11312	11936	11987	12015	12083	12169	12264	12338	12391	12594	12691	13124	13209	13337	13590	13731	13808	13968	13992	14033	14215	14303	14358	14894	15006	15132	15136	15325	15355	15396	15426	15487	15539	15688	15727	15965	16056
2509	3235	3866	4705	5695	6215	6544	6843	7068	7324	7484	7844	8123	8412	8634	8856	8957	9160	9250	9829	10091	10146	10337	11680	11771	11940	12039	12049	12140	12239	12286	12395	12443	12640	12937	13010	13087	13208	13319	13392	13931	13967	14016	14042	14061	14138	14294	14301	14307	14384	14445	15796	15850	15904	15981	16010	16056
2272	3233	3994	4165	4784	5163	5454	5640	5777	5947	6125	6763	7109	7552	7797	7805	7876	8550	8709	8840	8943	9071	9087	9195	9418	9673	9790	9900	10224	10443	10505	10582	10668	10677	10794	10931	10976	11002	11083	11117	12607	13546	13619	13671	13737	14897	14940	15020	15435	15472	15690	15720	15825	15867	15917	15979	16056
2549	3553	4048	4564	4762	5180	5425	5602	5893	6078	6162	6464	8196	8418	8652	8872	9023	9228	9561	9633	9857	10013	10105	10327	10391	10994	11027	12225	12357	12407	12513	12564	12618	12689	12767	12850	12876	13028	13102	13140	13183	13768	14183	15123	15166	15202	15264	15273	15304	15341	15408	15413	15515	15752	15933	15979	16056
2518	3648	4337	4768	5223	5631	5830	6157	6507	6882	6999	7075	7198	7564	7685	7823	8038	8190	8560	8635	8872	9077	9275	9515	9625	9708	9770	10065	10148	10261	10296	10458	10550	10651	10711	10753	10802	10919	11017	11101	12053	12125	12327	12442	13699	13748	15112	15118	15145	15175	15183	15224	15231	15343	15485	16019	16056
2314	3313	3866	5414	6220	6462	6665	7120	7265	7510	7640	7908	7927	8217	8497	8509	8620	8768	9350	9537	9635	9673	9768	9914	9975	11577	11633	11725	11825	11911	11933	11992	12106	12132	12174	13372	13432	13597	13804	13877	13958	13984	14229	14330	14385	14573	14644	14918	14954	15050	15140	15286	15392	15428	15842	16030	16056
2634	3614	4125	4553	4902	5110	5339	5692	5889	6002	6307	6515	6828	6964	7096	7191	7263	7309	7412	7487	7595	8215	9838	10071	10107	10182	10387	10435	10593	10770	11384	11443	12627	12701	13729	13810	13909	13913	13922	14119	14534	14599	14787	14894	15196	15328	15417	15486	15573	15636	15686	15694	15737	15799	15876	15949	16056
2896	4024	4586	5289	5863	6072	6315	6511	6891	7110	7199	7370	7494	7797	7876	8064	8641	8706	8719	9162	9196	9410	9520	9630	9699	9791	10031	10143	10209	10329	10486	11440	11509	11699	12997	13064	13154	13223	13306	14689	14728	14757	14783	14808	14991	15100	15142	15229	15234	15354	15452	15528	15742	15787	15856	15971	16056
2349	3316	3823	4123	6207	6516	6800	7000	7394	7626	7741	8006	8130	8316	8567	8646	8729	9325	9364	9408	10365	10615	10726	10938	10953	11074	12319	12373	12447	12460	12631	13092	13159	13231	13370	13435	13487	13564	14110	14251	14298	14404	14476	14520	14578	14723	14866	15108	15377	15426	15607	15690	15748	15751	15919	15971	16074
2306	2988	3876	3989	4267	4444	4923	5148	5592	6087	6180	6319	6677	8181	8382	8657	8764	8941	9077	9654	9833	9846	10139	11611	12573	12737	12899	13380	13442	13521	13566	13732	13908	13972	14021	14054	14112	14188	14234	14297	14419	14961	14979	15026	15216	15225	15274	15375	15464	15516	15703	15738	15773	15868	15871	16039	16074
2349	3005	3836	4394	4818	6494	6644	6991	8613	8853	8950	9277	9474	9567	9662	9769	9848	10124	10430	11035	11044	11092	11194	11548	11630	12591	12631	12766	12884	12927	12986	13122	13209	13292	13482	13518	13593	13754	13808	13852	13921	13939	13987	14098	14188	14314	14763	14928	14986	15010	15048	15591	15776	15828	15836	15899	16074
2716	3647	3953	4370	6490	6896	7270	7461	7566	7850	8149	8407	8830	9931	10092	10230	10347	10553	10675	10731	10879	10971	11071	11081	11170	11197	11259	11356	11443	11703	11724	11735	11894	12459	12519	12549	12795	12869	12943	13138	13334	13414	13532	13564	13658	13700	14244	14288	14395	14462	14624	14665	14703	15833	15875	15979	16074
2449	3158	4031	4059	4485	5002	5346	5540	5735	5897	6093	6807	7069	7187	7277	7376	7580	7821	8085	8527	8658	8836	8932	9017	9069	9137	9153	9244	9300	9452	11031	11196	11252	11318	11627	11786	11840	12027	12074	12362	12391	12635	12799	12900	13848	13888	13891	14435	14567	14632	15759	15876	15964	15988	16021	16059	16074
2589	5095	5650	5973	6358	6905	7169	7319	7588	7778	7920	8410	8602	8841	8941	9255	9454	9543	9742	9801	10767	10833	12052	12129	12314	12596	12762	12825	12860	12961	12983	13037	13163	13197	13246	13289	13351	13903	13997	14099	14167	14191	14228	14276	14558	14680	14723	14845	14883	14886	14929	15500	15508	15922	16007	16039	16074
2276	2942	3524	4041	4656	4921	5715	5843	6202	6560	6656	6977	7268	7380	7393	7800	8014	8594	9553	9648	9885	9981	10161	10278	10401	10431	10531	10618	11980	12039	12121	12182	12276	12296	12377	12443	12554	12686	12756	12926	13117	14526	14719	14813	14872	14916	15331	15335	15374	15401	15537	15560	15798	15884	15921	16025	16074
2484	3234	4304	5202	5742	6265	6374	6480	6710	7063	7289	7673	7826	8177	8454	10167	10227	10337	10461	10564	10746	10819	12054	12216	12327	12389	12616	12754	12827	12897	13480	13547	13691	13756	13929	13996	14073	14080	14117	14186	14239	14370	14433	14666	14709	14777	15193	15283	15332	15359	15396	15557	15566	15831	15866	16034	16074
